bqcg 阿尔巴尼亚
fcjd 索马里联邦
fcjl 索马里联邦共和国
fpxh 索引
fxwg 索引分隔文件夹
qimy 锁
qiql 锁链
qihh 锁上
qiud 锁头
qiwy 锁住
ffdf 塔吉克斯坦
ffdl 塔吉克斯坦共和国
fahh 塔卡
ckmq 台风
ckgf 台球
caje 台式电脑
ckiy 台湾
ckqk 台钟
rcfh 抬起
kuut 跆拳道
kuue 跆拳道服
dysd 太棒
dskr 太棒啦
dsbn 太棒了
dyud 太差
dukr 太差啦
dubn 太差了
dyse 太极
dybj 太阳
dbaw 太阳花
dbqu 太阳镜
dbwu 太阳伞
dwmp 泰迪
dmce 泰迪熊
dwlg 泰国
dglg 泰王国
dwqr 泰铢
rcrt 摊手
xubm 弹出
xbrq 弹出按钮
xudw 弹奏
yyep 谈恋爱
fcng 坦桑尼亚
fcnl 坦桑尼亚联合共和国
kkuk 叹号问号
kcrn 叹气
kukg 叹问号
rppw 探究
inrt 汤
injg 汤匙
inlk 汤加
ilgl 汤加王国
inqy 汤勺
indp 汤碗
inlk 汤圆
oyvk 糖
oyjs 糖果
ojgf 糖果球
tdyw 躺在床上的人
siqn 桃
sibb 桃子
iqrn 淘气
iqtg 逃生
bqrm 陶
ywgw 讨价还价
ddvf 套娃
trsd 特棒
tksg 特别酷
tdaq 特克斯和凯科斯群岛
tjag 特里斯坦–达库尼亚
tjaq 特里斯坦达库尼亚群岛
tjaq 特里斯坦-达库尼亚群岛
tjaq 特里斯坦–达库尼亚群岛
tuns 特立尼达和多巴哥
tunl 特立尼达和多巴哥共和国
suya 梯度
subb 梯子
khjr 踢
rfsm 提款机
rjbc 提取
rbts 提取行李
rfxg 提示丝带
rjbb 提子
wsrk 体操
wiyf 体温计
wyfn 体育场
wyqn 体育馆
uxvn 剃刀
uevn 剃须刀
fwrq 替换
gdtg 天秤
gtyw 天秤座
gdtr 天鹅
gvlq 天妇罗
gdgu 天平
gdrn 天气
gdwg 天使
gwpp 天使宝宝
gwre 天使的翅膀
ggjt 天王星
gdxg 天线
gdjj 天蝎
gjyw 天蝎座
gdfh 天真
gyft 天主教
ffyc 填充
tdhk 甜点
tdrc 甜瓜
tdsh 甜椒
tdkk 甜品
ttlu 甜甜圈
tdtm 甜筒
tdgn 舔
tsxy 条纹
tglt 条形图
tvvp 笤帚
rinh 挑眉
khwu 跳伞
khrl 跳舞
krrw 跳舞的男人
krrw 跳舞的女人
qrqt 铁锤
qrqy 铁镐
qrqq 铁钩
qrlv 铁轨
qrql 铁链
qqbb 铁链子
qrkh 铁路
qrfa 铁塔
krh 听
krlt 听力
klbd 听力障碍
krtm 听筒
kykk 听诊器
wyps 停
wyir 停泊
wylg 停车
wlrq 停车按钮
wlfn 停车场
wyhh 停止
whrq 停止按钮
whsf 停止标志
cefp 通过
ctyg 通行证
ccqi 通通乐
cetd 通知
mhpu 同步空闲
mgsq 同构
mgww 同伦
mgng 同情
mgdy 同态
mgwu 同位
mnyo 同性恋
mnyt 同性旗
mswd 同样分布
mguj 同意
hubn 瞳孔
ujyt 童话
qmth 铜牌
sceh 桶
xyyf 统计
uckk 痛哭
ucad 痛苦
wwrh 偷看
wwrh 偷偷看
wwhw 偷偷瞧
uoot 头爆炸
usgv 头标开始
uuuj 头部剪影
uutu 头部向右开口的箭头
uutu 头部向左开口的箭头
ufas 头戴式耳机
udnt 头发
udme 头骨
uqha 头昏眼花
udmh 头巾
uddo 头盔
udey 头脑
udxi 头纱
udqn 头饰
udtm 头秃
udwq 头像
udjp 头晕
ujhh 头晕目眩
ujha 头晕眼花
rmbt 投降
rmsf 投票
rsts 投票箱
rjwy 投影仪
mebb 骰子
tepy 透视
tmsd 秃顶
tmud 秃头
tmbb 秃子
pnad 突尼斯
pnal 突尼斯共和国
ltge 图表
ltqs 图钉
lsjd 图格里克
ltth 图片
ltnn 图书
lghn 图瓦卢
tfhi 徒步
irli 涂指甲油
kfg 吐
kbgo 吐出来
kfbn 吐了
kftd 吐舌
ktud 吐舌头
ffgk 土豆
fbad 土耳其
fbal 土耳其共和国
fbar 土耳其里拉
fyjf 土库曼斯坦
ffjt 土星
qkqy 兔
qbms 兔耳朵
qkew 兔脸
qvyv 兔女郎
qkud 兔头
qttg 兔先生
qkbb 兔子
qbew 兔子脸
qbud 兔子头
llqn 团圆饼
lfbb 团子
rwbm 推出
rbrq 推出按钮
evep 腿
evqt 腿儿
vebm 退出
vest 退格
velk 退回
rtan 托
rdap 托克劳
rtlg 拖车
rrsm 拖拉机
rtaf 拖鞋
eunt 脱发
erss 脱氧核糖核酸
cpyn 驼鹿
cyew 驼鹿脸
cyud 驼鹿头
rprn 挖掘
gnhe 瓦肯
ghip 瓦肯举手礼
gtax 瓦利斯和富图纳
gtaq 瓦利斯和富图纳群岛
gvbl 瓦努阿图
gvbl 瓦努阿图共和国
pubb 袜子
qgsb 外带杯子
qhwc 外公
qhia 外汇
qhfn 外卖
qfqu 外卖包装
qfwg 外卖盒
qfsc 外卖桶
qhih 外婆
qhdd 外套
qhjt 外星
qjnt 外星怪物
qjww 外星人
yoqq 弯钩
yoee 弯月
gkgk 豌豆
ggag 豌豆荚
vybb 丸子
pwtg 完全等于
pgyf 完整方块
gfhw 玩具
ghsw 玩具枪
gtgf 玩篮球
gfwj 玩偶
gfgf 玩球
fquj 顽童
jqpv 晚安
jqhh 晚上
dpqb 碗
dpqy 碗勺
dnv 万
dcab 万圣节
epdx 腕龙
gggg 王
ggpf 王冠
ggbb 王子
tyrg 往后
tyhh 往上
thrx 往上指
tygh 往下
tgrx 往下指
tydk 往右
tdrx 往右指
tyda 往左
tdrx 往左指
mqgf 网球
mgaf 网球鞋
mqfh 网址
jgmf 旺财
jghx 旺柴
yfqu 望远镜
ynee 望月
qfcr 危地马拉
qdso 危楼
qdbw 危险
dqfg 威尔士
dfnn 威士忌
tmvc 微怒
tttr 微生物
ttgi 微微不满
tmtt 微笑
ttre 微笑的满月
ttrq 微笑的猫
ttre 微笑的上弦月
ttre 微笑的朔月
ttrb 微笑的太阳
ttry 微笑的恶魔
ttre 微笑的下弦月
ttre 微笑的新月
ttry 微笑的月亮
ttqt 微笑猫
ttqe 微笑猫脸
ttuu 微笑亲亲
ttgw 微笑天使
ttgy 微笑恶魔
tmsg 微醺
ywtc 为什么
lfmh 围巾
lfsa 围棋
xafa 维斯塔
wyuf 伪装
wure 伪装的脸
tmgr 委内瑞拉
tmgl 委内瑞拉玻利瓦尔共和国
tvnb 委屈
ntrn 尾气
bgrg 卫兵
btaf 卫生工作者
btuj 卫生间
btxq 卫生纸
bgfg 卫士
bgjt 卫星
bjgx 卫星天线
klve 喂奶
fdrh 未成年
fdrp 未成年不宜
fivq 未婚
iyyf 温度计
ijri 温泉
uuwn 瘟疫公司
yysi 文档
yywr 文件
ywwt 文件分隔符
ywsa 文件柜
ywgu 文件夹
yyag 文莱
yadl 文莱达鲁萨兰国
yynn 文书
jyjy 蚊虻
jytj 蚊香
jyjk 蚊蝇
jybb 蚊子
ubd 闻
kquv 吻痕
ukkg 问号
uktg 问号等于
wcgn 瓮
akaa 莴苣
jkrh 蜗牛
tewq 我爱你
tgnr 我不敢看
tgrh 我不看
tgkr 我不听
tebn 我服了
tebw 我服了你
tebb 我服了你了
tjyw 我是证人
tssh 我想想
trjp 我晕
tgss 我再想想
ttut 我知道
rjru 握紧的拳头
rnud 握拳
rnrt 握手
qukf 乌兹别克斯坦
qukl 乌兹别克斯坦共和国
qfdp 乌干达
qfdl 乌干达共和国
qnqj 乌龟
qduf 乌克兰
qrff 乌拉圭
qrfl 乌拉圭东岸共和国
qfuo 乌索普
qnah 乌鸦
qfaj 乌云蔽日
qnma 乌贼
fqv 无
ftnw 无待收信件
fiyj 无法证明
fljl 无轨电车
fqbq 无聊
fqdf 无奈
fqpw 无穷
fpdd 无穷大
fwqy 无人岛
fwaq 无人荒岛
fpyw 无神论
fqfn 无声
fqpy 无视
fnce 无尾熊
fqxg 无线
fxjn 无线电
fxnm 无线局域网
fxmq 无线网
fxmx 无线网络
fqbv 无限
fuww 无新信件
fksc 无叶树
fqyg 无语
fbdj 无障碍
gghg 五
ggdj 五百
gexg 五彩纸屑球
gghk 五点
ghuf 五点半
ghqk 五点钟
gwpf 五分之二
gwpd 五分之三
gwpl 五分之四
gwpg 五分之一
gqjt 五角星
ggaf 五菱
gapi 五菱宏光
ggfg 五十
gxyu 五线谱
gjxy 五星红旗
rgbg 捂耳
rbms 捂耳朵
rgew 捂脸
rhbm 捂上耳朵
rhkc 捂上嘴巴
rubm 捂着耳朵
rukc 捂着嘴巴
rukt 捂着嘴笑
rwbm 捂住耳朵
rwkc 捂住嘴巴
rgkh 捂嘴
rkcn 捂嘴巴
rktt 捂嘴笑
gasy 武术
gseb 武术服
rlkh 舞蹈
rfrn 舞动的心
rlvv 舞女
rlft 舞者
qtff 勿丢垃圾
qrff 勿扔垃圾
goys 恶魔
gyrh 恶魔的眼
gytr 恶魔生气
gytt 恶魔微笑
gyhv 恶魔眼
gyph 恶魔之眼
gony 恶心
triy 物流
trrf 物质
ftlb 雾
ftft 雾都
ftfe 雾霾
faap 雾蒙蒙
ftrn 雾气
frts 雾气笼罩的桥
kerc 吸把
ketp 吸管
kern 吸气
keii 吸水
kqdg 吸铁石
ktrq 吸血鬼
keol 吸烟
kxlt 吸引力
kfkf 嘻嘻
qtbj 夕阳
qdea 希腊
qeal 希腊共和国
qepx 希腊字母
ttkk 牺牲品
nirh 犀牛
jsjj 蜥蜴
jjod 蜥蜴类
jtjy 蟋蟀
sghg 西
sgah 西班牙
sgal 西班牙王国
sgux 西北
suyu 西北方向箭头
sutt 西北箭头到长条
sucu 西北双箭头
sgeb 西服
sscn 西格马
sgrc 西瓜
sxsy 西红柿
suaw 西兰花
sgfm 西南
sfcu 西南双箭头
srkr 西撒哈拉
sgfa 西塔
swtp 西叙利亚十字
sguf 西装
suan 西装革履
suaw 西装革履的人
qjdq 锡克
qdft 锡克教
fkcq 喜欢
fsdi 喜极而泣
ftug 喜笑颜开
infk 洗发露
inii 洗发水
iiog 洗洁精
itrt 洗手
iruj 洗手间
itik 洗澡
iirw 洗澡的人
cand 戏剧
tdxn 系有缎带的心
xleq 细胞
xlal 细菌
xbjy 细阴影
hpbb 瞎子
jghy 虾
jgwf 虾仁
ghi 下
gwwf 下八分之七方块
gwwf 下八分之三方块
gwwf 下八分之五方块
gwwf 下八分之一方块
gurl 下半反白空心圆圈
guyf 下半方块
gupl 下半实心的圆圈
gull 下半圆圈
ghlp 下边
ghsf 下标
gswt 下标八
gsxx 下标比
gshi 下标步
gsmm 下标册
gstk 下标等号
gsfg 下标二
gsqk 下标负号
gsvt 下标九
gsss 下标林
gsuy 下标六
gskk 下标吕
gsee 下标朋
gsag 下标七
gsdg 下标三
gsaa 下标式
gslh 下标四
gsll 下标田
gsgg 下标五
gsoo 下标炎
gsgg 下标一
gsnn 下标已
gsdk 下标右圆括号
gsgk 下标正号
gspp 下标之
gstr 下标秩
gsdk 下标左圆括号
ghdg 下厨
gdfg 下大雨
ghkh 下跌
ghsg 下丁
ghkh 下跪
gkft 下跪者
gtud 下箭头
ghbt 下降
ghdm 下面
gdqe 下三角
giut 下水道
glwf 下四分之三方块
glwf 下四分之一方块
ghtf 下午
gxee 下弦月
ghfv 下雪
ggwq 下一个音轨按钮
ggma 下一曲
ggut 下一首
ghfg 下雨
kgww 吓人
kggq 吓死
kgbn 吓死了
wmvv 仙女
wmww 仙人
wwip 仙人掌
wmsi 仙桃
wmbb 仙子
tfgf 先于
tgwg 先于但不等价于
tgut 先于关系
tgag 先于或等价于
tgag 先于或等于
jwlq 暹罗
qgaw 鲜花
xqkk 弦乐器
jfnu 显示屏
jfkk 显示器
jtqu 显微镜
fmtl 献血
xgt 线
xglu 线圈
xlsg 线圈本
xlts 线圈笔记本
xljd 线圈日历
xgfp 线索
xglf 线团
xglm 线轴
bqbf 陷阱
btei 陷入爱河
shg 相
shep 相爱
shud 相差
shtu 相乘
shbw 相除
sigf 相当于
shrc 相反
shsm 相机
shlk 相加
shuq 相交
sptk 相容等号
shwn 相似
tsbb 箱子
tjaj 香草
tjrc 香瓜
tjaw 香蕉
tjol 香烟
tjra 香皂
ktqw 响铃
kquu 响铃关闭
ktyi 响应
ktrx 响指
shif 想法
shkf 想吐
shsh 想想
sgsh 想一想
wqje 像
tjaw 向日葵
tmhh 向上
thfu 向上二头箭头
thtu 向上箭头
thtu 向上箭头左侧的向下箭头
thah 向上节点
thpu 向上空心箭头
thpu 向上空心双箭头
thdq 向上三角形按钮
thcu 向上双箭头
thhu 向上虚线箭头
tmgh 向下
tgfu 向下二头箭头
tgtu 向下箭头
tgtu 向下箭头左边的向上箭头
tgah 向下节点
tgpu 向下空心箭头
tgdq 向下三角形按钮
tgcu 向下双箭头
tghu 向下虚线箭头
tgpu 向下之字形箭头
tbaw 向阳花
tmdk 向右
tdiu 向右波形箭头
tdiu 向右波形曲线箭头
tdrr 向右的手
tdfu 向右二头箭头
tdtu 向右箭头
tdtt 向右箭头到条
tdtu 向右箭头上的向左箭头
tdpu 向右空心箭头
tddu 向右三箭头
tdwr 向右伸的手
tdcu 向右双箭头
tdrw 向右推
tdrr 向右推的手
tdrr 向右推手
tdhu 向右虚线箭头
tdqc 向右鱼叉上的向左鱼叉
tdlf 向右转
tmda 向左
tdiu 向左波形箭头
tdiu 向左波形曲线箭头
tdrr 向左的手
tdfu 向左二头箭头
tdtu 向左箭头
tdtt 向左箭头到条
tdtu 向左箭头上的向右箭头
tdpu 向左空心箭头
tddu 向左三箭头
tdwr 向左伸的手
tdcu 向左双箭头
tdrw 向左推
tdrr 向左推的手
tdrr 向左推手
tdhu 向左虚线箭头
tdqc 向左鱼叉上的向右鱼叉
tdlf 向左转
sqhc 橡皮
qjbv 象限
adql 项链
ahtk 项目符号
iblg 消防车
ibkm 消防员
iirw 消失
kgng 鸮
ihcn 小巴
iclg 小巴车
irae 小白菜
irhk 小白点
irhq 小白点儿
irsa 小白框
irvn 小白鼠
irqk 小白兔
ipmh 小宝贝
ipmq 小宝贝儿
ihnf 小丑
inew 小丑脸
inth 小丑牌
ihvn 小刀
ihqf 小点儿声
ihfn 小点声
ijcy 小电驴
iyth 小方片
ihxj 小费
iwyg 小公主
ihqt 小狗
ihby 小孩
ibqt 小孩儿
ibbb 小孩子
itjt 小行星
ihkg 小号
ilhk 小黑点
ilhq 小黑点儿
ilsa 小黑框
ilqt 小黑猫
ixnn 小红书
iice 小浣熊
ihcq 小鸡
iccq 小鸡鸡
icdf 小鸡破壳
icud 小鸡头
illg 小轿车
iovo 小精灵
ifvn 小老鼠
idjg 小龙虾
ihcy 小驴
ihcn 小马
ihqt 小猫
iqko 小猫咪
ipjt 小蜜蜂
iaav 小蘑菇
ilby 小男孩
ihqy 小鸟
ihrh 小牛
ivby 小女孩
iwdc 小盆友
iedc 小朋友
iajs 小苹果
iilg 小汽车
ihxk 小强
iuyh 小商店
ihjp 小蛇
ihfn 小声
ifhk 小声点
ifhq 小声点儿
irgg 小提琴
igwg 小天使
iqbb 小兔子
igbb 小王子
ihng 小屋
iwvv 小仙女
iwbb 小仙子
ihpg 小写
ippx 小写字母
igns 小型飞机
igyl 小型摩托车
ihce 小熊
ilbb 小鸭子
ihud 小羊
ivog 小妖精
igwg 小于但不等价于
igwg 小于但不等于
igtg 小于等于
igtg 小于等于或大于
igag 小于或大于
igag 小于或等价于
igag 小于或等于
ihqg 小鱼
iqqt 小鱼儿
ilhk 小圆点
ilhq 小圆点儿
igyg 小正方形
ihqt 小猪
tbhi 笑出眼泪
tbhq 笑出眼泪的猫
ttri 笑得打滚
ttrq 笑得打滚儿
ttii 笑得满地打滚
ttiq 笑得满地打滚儿
ttkk 笑哭
tkbn 笑哭了
ttew 笑脸
ttgq 笑死
ttjp 笑晕
tkgi 笑中带泪
jjbb 蝎子
flyy 协议
whtt 斜眼笑
afbb 鞋子
pgwy 写信
pgpb 写字
ppsr 写字板
ppso 写字楼
qevj 蟹
qfsr 蟹老板
ydqi 谢克尔
ytyt 谢谢
nyny 心
nyfc 心动
nyoo 心火
nlny 心连心
nngv 心情不好
nywt 心伤
ngtt 心事重重
nydy 心碎
nkkg 心叹号
nykh 心跳
nnsq 心心相印
nguq 心型装饰
nyga 心形
nguq 心形装饰
ndoo 心在燃烧
nduo 心在着火
nyey 心脏
nekp 心脏器官
nktb 心中箭了
usrq 新的
ufxg 新干线
ulfh 新加坡
ulfl 新加坡共和国
usvf 新建
uxrc 新疆瓜
ukjg 新喀里多尼亚
usyv 新郎
usvy 新娘
uvbb 新娘子
urlc 新手驾驶
usub 新闻
usuf 新西兰
umwr 新邮件
usee 新月
uegq 新月形面包
rqnf 欣慰
wyg 信
wyff 信封
wykg 信号
wkxy 信号强度
wkxt 信号强度条
wywr 信件
wyth 信息
wyts 信箱
wehh 信用卡
jtgf 星
jtgf 星等于
jiuj 星光闪闪的夜晚
jtkg 星号
jkqv 星号键
jtue 星和新月
jbot 星际迷航
jtpw 星空
jtgf 星球
jtyt 星条旗
jtjt 星星
jjhv 星星眼
jtga 星形
jtee 星月
jtqh 星钻
qtqt 猩猩
gakg 型号
rtiu 擤鼻涕
rtbb 擤鼻子
vtqk 姓名
vqth 姓名牌
fupy 幸福
fufc 幸运
ffqf 幸运饼干
ffaj 幸运草
kqux 兄弟
qatj 匈牙利
eqth 胸牌
eqth 胸片
eqte 胸透
cexo 熊
ceew 熊脸
ceqt 熊猫
cqew 熊猫脸
cqww 熊猫人
cqud 熊猫头
ceud 熊头
dcqt 雄狮
dcnt 雄性
wsdp 休达
wdtg 休达和梅利利亚
wdeg 休达及梅利利亚
wsth 休息
wulg 休闲车
wuaf 休闲鞋
whte 修
wtev 修复受伤的心灵
whgj 修理
wgaa 修理工
udiv 羞涩
uiuu 羞涩亲亲
uitt 羞涩微笑
kthd 嗅
temw 秀肌肉
xaqf 绣花针
khag 嘘
hxew 虚线脸
hxly 虚线轮廓
ytsk 许可
ytdr 许愿
wtgo 叙利亚
wtgl 叙利亚共和国
ntpu 恤衫
vjjj 旭日
vjat 旭日东升
ajib 蓄电池
egrf 悬挂
ytmq 旋风
ytss 旋木
ytqn 旋钮
ytlf 旋转
ylrn 旋转的心
ylsc 旋转木马
iyik 漩涡
tfiw 选举
tfsf 选票
tfkh 选中
afbb 靴子
iptg 学生
ifmh 学士帽
iuft 学童过街
ipnu 学习
ipsu 学校
pnan 穴居巨怪
fvf 雪
fvst 雪橇
fvaw 雪花
fvgf 雪球
fvww 雪人
fvmm 雪山
fgfw 雪与雪人
fvfc 雪云
tld 血
tliu 血滴
tlga 血型
kmuj 勋章
vksm 寻呼机
vplq 巡逻
trgg 循环
tgry 循环播放
tgte 循环利用
tggt 循环再生
yquk 询问
nnaw 巽
lqyg 鸭
ltmh 鸭舌帽
lqbb 鸭子
ahte 牙
ahhw 牙齿
anlk 牙买加
ahnm 牙刷
ahah 牙牙
ahat 牙医
gifw 亚澳地球仪
gung 亚美尼亚
gunl 亚美尼亚共和国
goiy 亚洲
gifw 亚洲地球仪
olaw 烟花
oloo 烟火
olmw 烟肉
gstg 严格等同于
goss 严禁
mddg 岩石
fhlf 盐
dgpw 研究
hvwa 眼袋
hwew 眼袋脸
hvhg 眼睛
hhcs 眼睛对话框
hvqu 眼镜
hvih 眼泪
hjjj 眼冒星星
oqoo 焰火
aneb 燕尾服
dhgm 艳丽
rfkk 扬声器
rfku 扬声器关闭
rrck 扬手欢呼
iuaq 洋葱
iuaf 洋蒜
iuag 洋芋
uqdq 羊角面包
udtf 羊毛
udrd 羊排
uhxq 羊皮纸
udcp 羊驼
udud 羊羊
bjwu 阳伞
vtnc 妖怪
vtog 妖精
resf 摇杆
reiu 摇滚
risr 摇滚歌手
rilr 摇滚男歌手
rivr 摇滚女歌手
rirr 摇滚手势
reud 摇头
ruje 摇头晃脑
kuah 咬牙
kaah 咬牙切齿
kwkd 咬住嘴唇
kkdf 咬嘴唇
axaj 药草
axvy 药丸
axtr 药物
skbn 要哭了
qejg 钥匙
qjtq 钥匙和锁
sbbb 椰子
sbjs 椰子果
bkrp 耶路撒冷十字
bnuy 也门
bual 也门共和国
jfap 野营
jfqt 野猪
kfbb 叶子
yuds 夜间大桥
yurs 夜间的大桥
ywaj 夜幕
yags 夜幕下的桥
ywjq 夜晚
dmdm 页面
dmtw 页签
ggll 一
ggdj 一百
gdwv 一百分
ggsg 一杯
gsis 一杯酒
gsve 一杯奶
gsva 一杯奶茶
ggiu 一滴
giii 一滴水
gghk 一点
ghuf 一点半
ghhk 一点点
ghqt 一点儿
ghqk 一点钟
gfdl 一二三四
gmgl 一幅画
ggwh 一个
gqwt 一锅食物
gbpy 一孩家庭
ggfp 一壶
gfaw 一壶茶
gpww 一家人
gpdk 一家三口
gplk 一家四口
gtpn 一箭穿心
gegn 一脸不悦
ggtf 一千
gtdx 一条龙
gtjp 一条蛇
gddm 一碗面
gfol 一支烟
gkhv 一只眼
gkhh 一只眼睛
wrdq 伊拉克
wrdl 伊拉克共和国
wvyv 伊朗
wywl 伊朗伊斯兰共和国
wusd 伊普西龙
wauf 伊斯兰
arwk 医护人员
atub 医疗
ausf 医疗标志
autk 医疗符号
attg 医生
atip 医学
atbp 医院
yeeb 衣服
xtak 疑惑
xtuk 疑问
xutg 疑问等于
xunk 疑问惊叹
xunk 疑问惊叹号
tqbm 移出
tfjy 移动电话
tqty 移入
kwip 遗传学
nqgq 以色列
nqgl 以色列国
nguk 已静音的扬声器
nqhq 已锁上但挂着钥匙的锁
sdbb 椅子
yqws 义体
yqef 义肢
naak 异或
ngnu 异形怪兽
udtj 意大利
udtl 意大利共和国
udtd 意大利面
udtt 意大利面条
ujow 意粉
ujdm 意面
ansy 艺术
aspe 艺术家
yyww 议价
ldhx 因此
ldyl 因为
beg 阴
begd 阴天
bebj 阴阳
bejy 阴影
ujf 音
ujtw 音符
ujqi 音乐
uqgd 音乐还原
uqqt 音乐键盘
uqbu 音乐降半音
uqtu 音乐升半音
ujjg 音量
qvtf 银行
qthh 银行卡
qvis 银河
qitx 银河系
qvth 银牌
bqad 隐藏
bhtw 隐瞒身份
bqtn 隐秘
bqtc 隐私
bqga 隐形
qnou 饮料
qowg 饮料盒
qith 饮水处
qeii 饮用水
qgya 印度
qyal 印度共和国
qyhx 印度卢比
qyym 印度庙
qyng 印度尼西亚
qynl 印度尼西亚共和国
qyfy 印度寺庙
qyio 印度油灯
qgnx 印尼
qnsm 印刷机
mmqt 婴儿
mqsf 婴儿标志
mqtk 婴儿符号
smaw 樱花
smsi 樱桃
amqu 英镑
aqqs 英镑钞票
asuf 英格兰
amlg 英国
amww 英伦
aasg 英式橄榄球
aakg 英式足球
anxq 英属维尔京群岛
anqf 英属印度洋领地
amyy 英文
aydp 英文大写
ayip 英文小写
amyg 英语
mmga 鹦鹉
ywwg 鹰
ehee 盈凸月
apkk 营
ynkt 赢咯
ynkr 赢啦
ynbn 赢了
pdcl 迎面驶来的出租车
pdcl 迎面驶来的公交车
pdcl 迎面驶来的警车
pdcl 迎面驶来的汽车
jyth 影片
jtmh 影片帧
dgtt 硬笔
dgtm 硬币
dgte 硬盘
rerq 拥抱
rrrw 拥抱的人
ynng 永恒
yqnx 永久性纸
iyqu 泳镜
iypt 泳客
iylu 泳圈
iyye 泳衣
iyuf 泳装
icfc 涌动
xxvo 幽灵
ndha 忧虑
wwgf 悠悠球
imdi 油泵
imos 油灯
ishn 油酥点心
imot 油炸
iodl 油炸面圈
ioyq 油炸鹰嘴豆饼
iytb 游
iqfs 游乐场滑梯
iqlf 游乐园
icrs 游戏操控杆
icrs 游戏手柄
icrs 游戏摇杆
iyiy 游泳
iiqu 游泳镜
iilu 游泳圈
iift 游泳者
qtdy 犹太
qdfi 犹太教会堂
qdfi 犹太教堂
mhng 由
mbkg 邮号
mbwr 邮件
mbnn 邮局
mblw 邮轮
mbtm 邮筒
mbts 邮箱
mbgh 邮政
mgkk 邮政喇叭
qgqg 鱿鱼
def 有
dtnw 有待收信件
dnrv 有蛋的巢
dnrv 有蛋的鸟巢
dyru 有底的上下箭头
dqru 有钩的向右箭头
dqru 有钩的向左箭头
dljl 有轨电车
ddew 有胡须的人
ddbw 有胡子的人
dgru 有环的向右箭头
dgru 有环的向左箭头
dgtj 有环行星
dpwu 有空位
deou 有料
dxew 有络腮胡子的男人
dxew 有络腮胡子的女人
djtg 有竖等分线的空心方形
djfu 有竖直条的有支座向上空心箭头
dcau 有双划的向上箭头
dcau 有双划的向下箭头
digu 有水平条的有支座向上空心箭头
dnru 有尾的向右箭头
dnru 有尾的向左箭头
deft 有雾
duww 有新信件
ddug 有右半实心的方形
ddgg 有右下对角线半实心的方形
dfyu 有支座向上空心箭头
dfyu 有支座向上空心双箭头
ddug 有左半实心的方形
ddhg 有左上对角线半实心的方形
dkf 右
dwwf 右八分之一方块
duyf 右半方块
dupl 右半实心的圆圈
dupl 右半实心圆圈
duft 右半直积
dklp 右边
dwgl 右侧带点的空心圆圈
dwgl 右侧带空心点的实心圆圈
dksg 右丁
dqud 右钩拳
dtud 右箭头
dkdm 右面
dkud 右拳
ddqe 右三角
dkhh 右上
dhck 右上对角线省略号
dhtb 右上和左下象限
dhtu 右上箭头
dhdq 右上三角
dhyo 右上弯
dhyu 右上弯箭头
dhqb 右上象限
dhqg 右上象限空心矩形
dhql 右上象限空心圆圈
dhqx 右上象限圆弧
dhdb 右上左下和右下象限
dkrt 右手
dkgh 右下
dgck 右下对角线省略号
dgtu 右下箭头
dgdg 右下三角形
dgyo 右下弯
dgyu 右下弯箭头
dgqb 右下象限
dgqg 右下象限空心矩形
dgql 右下象限空心圆圈
dgqx 右下象限圆弧
dtud 右向拳
dwrq 右斜的放大镜
dgft 右正规因子半直积
dgdt 右正态因子半直积
dlyo 右转弯
dlyu 右转弯箭头
xlal 幼苗
ytak 诱惑
iqtf 渔竿
gwwl 瑜伽
gwll 瑜伽男
gwvv 瑜伽女
qgf 鱼
qgsr 鱼板
qgcy 鱼叉
qghv 鱼眼
gngd 与
gndj 与非
gtfu 与我无关
ptkm 宇航员
pusd 宇普西龙
pgpm 宇宙
nntf 羽毛
ntgf 羽毛球
ntgr 羽毛球拍
nnnl 羽翼
fgiu 雨滴
fgwu 雨伞
fgfc 雨云
iwrm 浴缸
iwye 浴衣
gyoy 玉米
dqtj 郁金香
deun 郁闷
cbys 预订
cbaq 预警
cbqy 预留
cbyy 预言
anaw 鸢尾花
fqtk 元和
fqtk 元积
ftgt 元积副产物
fqgx 元素
fqpi 元宵
drii 原
drss 原木
drbb 原子
dbtt 原子笔
dbtk 原子符号
lkmi 圆
lrae 圆白菜
lrkw 圆括号八
lrkg 圆括号不
lrku 圆括号产
lrkr 圆括号的
lrkf 圆括号地
lrkf 圆括号二
lrkf 圆括号二十
lrkn 圆括号发
lrka 圆括号工
lrkl 圆括号国
lrkt 圆括号和
lrkx 圆括号经
lrkv 圆括号九
lrkb 圆括号了
lrku 圆括号六
lrkn 圆括号民
lrka 圆括号七
lrkw 圆括号人
lrkd 圆括号三
lrkh 圆括号上
lrkf 圆括号十
lrkw 圆括号十八
lrkf 圆括号十二
lrkv 圆括号十九
lrku 圆括号十六
lrka 圆括号十七
lrkd 圆括号十三
lrkl 圆括号十四
lrkg 圆括号十五
lrkg 圆括号十一
lrkj 圆括号是
lrkl 圆括号四
lrkm 圆括号同
lrky 圆括号为
lrkt 圆括号我
lrkg 圆括号五
lrks 圆括号要
lrkg 圆括号一
lrkn 圆括号以
lrkd 圆括号有
lrkd 圆括号在
lrky 圆括号这
lrkk 圆括号中
lrky 圆括号主
lklu 圆圈
llwt 圆圈八
llgi 圆圈不
llut 圆圈产
lltu 圆圈乘
llbw 圆圈除
